Mods count: 114
 
                                      jar name                                        |    notes     |                mod id                |                                   mod name                                   |          mod version           |                                                                                                                                                                                                                                                                                                                                                                                                               mixin configs                                                                                                                                                                                                                                                                                                                                                                                                               |              modrinth hash               | curseforge hash
cc_sable-neoforge-1.2.2.jar                                                           |              | cc_sable                             | CC: Sable                                                                    | 1.2.2                          | cc_sable.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | dfdbd2bb9bb5e2e5c2208a25a79cdd2001d56086 | 2716153940     
ccbr-1.2.0-neoforge-1.21.1.jar                                                        | MCreator mod | ccbr                                 | Create: CC Better Recipes                                                    | 1.2.0                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 7a59bc18d7994cd3fee3f8696864577dcf290954 | 898847682      
Chunky-NeoForge-1.4.23.jar                                                            |              | chunky                               | Chunky                                                                       | 1.4.23                         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | ab0c74743a653020fe2dfc4986b43e893947f3e9 | 233801764      
chunky-offline-v1.1.0.jar                                                             |              | mr_chunky_offline                    | Chunky Offline                                                               | 1-v1.1.0                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 5783f3ec055a3e5f369cfd169d62c2c2f4da44d4 | 796761667      
cmpackagecouriers-neoforge-2.2.2.jar                                                  |              | cmpackagecouriers                    | Create More: Package Couriers                                                | 2.2.2                          | cmpackagecouriers.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 53fb36c3fe6c0224244869e8853df9a062ddbda1 | 95974537       
    /META-INF/jarjar/create_factory_abstractions-1.21.1-1.4.8.jar                     |              | create_factory_abstractions          | Create Factory Abstractions                                                  | 1.4.8                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
colored_packages-neoforge-1.0.0+1.21.1.jar                                            |              | colored_packages                     | Create: Colored Packages                                                     | 1.0.0+1.21.1                   | colored_packages.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | b88d056a342002c48da95d386fbc1ee55650e20e | 619984726      
colorwheel-neoforge-1.2.4+mc1.21.1.jar                                                |              | colorwheel                           | Colorwheel                                                                   | 1.2.4+mc1.21.1                 | colorwheel.mixins.json, colorwheel.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | e70b717b6e681b2fdb5cd1788110ab4959328b33 | 2258564958     
copycats-3.0.4+mc.1.21.1-neoforge.jar                                                 |              | copycats                             | Create: Copycats+                                                            | 3.0.4+mc.1.21.1-neoforge       | copycats-common.mixins.json, copycats-neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 6a11d5806bcf521e08faba1ee6ef5f31af55ca0f | 3112677890     
CrashAssistant-neoforge-1.20.6-1.21.4-1.11.8.jar                                      |              | crash_assistant                      | Crash Assistant                                                              | 1.11.8                         | crash_assistant.mixins.json, crash_assistant.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | 558bc3dfee4d6e5fd7a3d7c794bb01df1aff40e9 | 3604913290     
    /META-INF/jarjar/app.jar                                                          |              |                                      |                                                                              |                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/crash_assistant-neoforge.jar                                     |              | crash_assistant                      | Crash Assistant                                                              | 1.11.8                         | crash_assistant.mixins.json, crash_assistant.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |                                          |                
CraterLib-Neoforge-1.21-3.1.1.jar                                                     |              | craterlib                            | CraterLib                                                                    | 3.1.1                          | craterlib.neoforge.mixins.json, craterlib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | 17a164b323369f3e0636737fab0ce58a00d65bc9 | 895318799      
    /META-INF/jarjar/adventure-api-4.26.1.jar                                         |              |                                      |                                                                              |                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/adventure-key-4.26.1.jar                                         |              |                                      |                                                                              |                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/adventure-text-minimessage-4.26.1.jar                            |              |                                      |                                                                              |                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/adventure-text-serializer-commons-4.26.1.jar                     |              |                                      |                                                                              |                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/adventure-text-serializer-gson-4.26.1.jar                        |              |                                      |                                                                              |                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/adventure-text-serializer-json-4.26.1.jar                        |              |                                      |                                                                              |                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/adventure-text-serializer-plain-4.26.1.jar                       |              |                                      |                                                                              |                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/examination-api-1.3.0.jar                                        |              |                                      |                                                                              |                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/examination-string-1.3.0.jar                                     |              |                                      |                                                                              |                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/option-1.1.0.jar                                                 |              |                                      |                                                                              |                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
Create Encased-1.21.1-1.8-ht2.jar                                                     |              | createcasing                         | Create Encased                                                               | 1.8-ht2                        | createcasing.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | 957a7ee1741c7a8536bedd401a923d7fb73a7092 | 1631575314     
create-1.21.1-6.0.10.jar                                                              |              | create                               | Create                                                                       | 6.0.10                         | create.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | 0e97e49837bed766e6f28a4c95b04885d6acc353 | 522093599      
    /META-INF/jarjar/flywheel-neoforge-1.21.1-1.0.6.jar                               |              | flywheel                             | Flywheel                                                                     | 1.0.6                          | flywheel.impl.mixins.json, flywheel.impl.neoforge.mixins.json, flywheel.backend.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jarjar/ponder-neoforge-1.0.82+mc1.21.1.jar                              |              | ponder                               | Ponder                                                                       | 1.0.82+mc1.21.1                | ponder-common.mixins.json, ponder.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |                                          |                
    /META-INF/jarjar/Registrate-MC1.21-1.3.0+67.jar                                   |              |                                      |                                                                              |                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
create-aeronautics-bundled-1.21.1-1.1.3.jar                                           |              | aeronautics_bundled                  | Create Aeronautics                                                           | 1.1.3                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 320d5c580462fb4bdec3d99837f16e842c314ff6 | 1685165817     
    /META-INF/jarjar/dev.eriksonn.aeronautics.aeronautics-neoforge-1.21.1-1.1.3.jar   |              | aeronautics                          | Create Aeronautics                                                           | 1.1.3                          | aeronautics.mixins.json, aeronautics.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jarjar/dev.ryanhcode.offroad.offroad-neoforge-1.21.1-1.1.3.jar          |              | offroad                              | Create Offroad                                                               | 1.1.3                          | offroad.neoforge.mixins.json, offroad.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |                                          |                
    /META-INF/jarjar/dev.simulated_team.simulated.simulated-neoforge-1.21.1-1.1.3.jar |              | simulated                            | Create Simulated                                                             | 1.1.3                          | simulated-neoforge.mixins.json, simulated.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
create_connected-1.1.13-mc1.21.1.jar                                                  |              | create_connected                     | Create: Connected                                                            | 1.1.13-mc1.21.1                | create_connected.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 59314285929fb405e667a1dd8d1c32cddbd69a18 | 325983306      
create_power_loader-2.0.3-mc1.21.1.jar                                                |              | create_power_loader                  | Create: Power Loader                                                         | 2.0.3-mc1.21.1                 | create_power_loader.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | d7197ab489c30761dadfb7ef963b99bc8d505df1 | 4153173003     
createaddition-1.5.10.jar                                                             |              | createaddition                       | Create Crafts & Additions                                                    | 1.5.10                         | createaddition.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 2bd194da923dd38239ef49df30ecf1a720d38997 | 776288483      
createbigcannons-5.11.3-dev-mc.1.21.1-build.283.jar                                   |              | createbigcannons                     | Create Big Cannons                                                           | 5.11.3                         | createbigcannons.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | ee8b3461f610fdda9d4ffcd71c48e4089cce2769 | 4053705125     
createcclogistics-1.21.1-0.3.6.jar                                                    |              | createcclogistics                    | Create: CC Total Logistics                                                   | 0.3.6                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 18e0cf6cd07d223062135675ad8a152418647cff | 1312818210     
createdeco-2.1.3.jar                                                                  |              | createdeco                           | Create Deco                                                                  | 2.1.3                          | createdeco-common.mixins.json, createdeco.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | 93d9eff58b46c6953e907d071e6be4e3ce07be38 | 2186625105     
createliquidfuel-2.1.1-1.21.1.jar                                                     |              | createliquidfuel                     | Create Liquid Fuel                                                           | 2.1.1-1.21.1                   | createliquidfuel.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | a29f65eb4bbded2ca977a1453f90b6570e812b85 | 543281262      
createpropulsionsimulated-1.0.2.jar                                                   |              | createpropulsionsimulated            | Create Propulsion: Simulated                                                 | 1.0.2                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 81232327c9ce1c7783195a68e3b9ebc360b6db27 | 3459919878     
